brand_id,brand_name,poi_id,name,address,province,city,district,adcode,lng_gcj02,lat_gcj02,type,typecode,tel,source_query,matched_keywords,poi_kind,store_location_type,raw_distance,scan_center_lng,scan_center_lat,scan_radius_m,source,crawl_date,is_frontend_store,is_after_sales,is_delivery,is_core_touchpoint,needs_review,review_reason,brand_poi_count,brand_district_poi_count,district_total_poi_count,brand_district_share,district_brand_rank
im_motors,智己,B0M6P7MADC,智己汽车,莘庄镇七莘路1507号莘庄维璟印象城,上海市,上海市,闵行区,310112,121.364102,31.130883,公司企业;公司企业;公司企业,170000,,智己汽车,智己,experience_store,office_or_entity,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,12,39,0.3077,2
im_motors,智己,B0K64SQLD7,智己汽车上海金桥体验中心,金桥镇川桥路350号,上海市,上海市,浦东新区,310115,121.605889,31.243522,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修,020000|030000,,智己汽车,智己,service_center,industrial_or_service_site,[],0,0,0,amap_place_text,2026-07-08,false,true,false,true,false,,48,10,42,0.2381,3
im_motors,智己,B0LANCXS0D,智己汽车上海东安路展厅,东安路239号(东安路地铁站4号口步行220米),上海市,上海市,徐汇区,310104,121.453958,31.19314,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修,020000|030000,021-33562042,智己汽车,智己,service_center,industrial_or_service_site,[],0,0,0,amap_place_text,2026-07-08,false,true,false,true,false,,48,3,10,0.3,2
im_motors,智己,B0IRNUUT00,智己汽车(上海普陀体验及交付中心),同普路1272号,上海市,上海市,普陀区,310107,121.368736,31.233036,汽车销售;汽车销售;汽车销售,020000,13761440060,智己汽车,智己,delivery_center,industrial_or_service_site,[],0,0,0,amap_place_text,2026-07-08,false,false,true,true,false,,48,2,10,0.2,2
im_motors,智己,B0L17592F6,智己汽车(上海万象城店),吴中路1599号,上海市,上海市,闵行区,310112,121.371155,31.171226,汽车销售;汽车销售;汽车销售,020000,18901863878;18964099073,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,12,39,0.3077,2
im_motors,智己,B0LUN567VK,智己汽车(上海荟聚Livat体验中心),荟聚Livat-LG1-B1B01铺,上海市,上海市,长宁区,310105,121.355575,31.221525,汽车销售;汽车销售;汽车销售,020000,13585773384,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,3,11,0.2727,3
im_motors,智己,B0I67UO70A,智己汽车(上海张江基地),祥科路298号(学林路地铁站3号口步行440米),上海市,上海市,浦东新区,310115,121.610036,31.181678,汽车销售;汽车销售;汽车销售,020000,15000943716;17821160038,智己汽车,智己,experience_store,road_address_store,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,10,42,0.2381,3
im_motors,智己,B0KB6R9LGS,智己汽车(上海南翔印象城MEGA店),陈翔公路2299号南翔印象城L1层-20(靠近地库2号入口),上海市,上海市,嘉定区,310114,121.306701,31.304584,汽车销售;汽车销售;汽车销售,020000,15800327057,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,true,parking_or_entrance,48,7,27,0.2593,2
im_motors,智己,B0J2GLBX16,智己汽车(虹桥新天地购物中心南区),申长路688号虹桥新天地购物中心南区L1层,上海市,上海市,闵行区,310112,121.314636,31.19302,汽车销售;汽车销售;汽车销售,020000,15801750448,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,12,39,0.3077,2
im_motors,智己,B0KKHH7C5G,智己汽车(复地活力城店),沪南路2229号复地活力城L1层L1050,上海市,上海市,浦东新区,310115,121.564836,31.159083,汽车销售;汽车销售;汽车销售,020000,,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,10,42,0.2381,3
im_motors,智己,B0KRJZZCR8,智己汽车西岸传媒港体验中心,龙腾大道2159号西岸传媒港B1-J-14,上海市,上海市,徐汇区,310104,121.462308,31.16065,汽车销售;汽车销售;汽车销售,020000,13166404884,智己汽车,智己,experience_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,3,10,0.3,2
im_motors,智己,B0LDJSWF9M,智己汽车上海长宁来福士体验中心,长宁路1189号长宁来福士广场东区L1层,上海市,上海市,长宁区,310105,121.415509,31.216876,汽车销售;汽车销售;汽车销售,020000,15000379010,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,3,11,0.2727,3
im_motors,智己,B0LUT562PA,智己汽车(上海闵行龙湖天街体验中心),颛桥镇剑川路1000号龙湖天街1层(近1号门),上海市,上海市,闵行区,310112,121.415175,31.026475,汽车销售;汽车销售;汽车销售,020000,13585647034;18621307780,智己汽车,智己,experience_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,12,39,0.3077,2
im_motors,智己,B0K2T7NYF7,智己汽车上海虹桥南丰城体验中心,遵义路100号虹桥南丰城南区L101,上海市,上海市,长宁区,310105,121.407057,31.206699,汽车销售;汽车销售;汽车销售,020000,15000379010,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,3,11,0.2727,3
im_motors,智己,B0K6BADBTL,智己汽车售后(川桥路店),川桥路350号,上海市,上海市,浦东新区,310115,121.60584,31.243552,汽车服务;汽车服务相关;汽车服务相关,010000,18964099073,智己汽车,智己,service_center,industrial_or_service_site,[],0,0,0,amap_place_text,2026-07-08,false,true,false,true,false,,48,10,42,0.2381,3
im_motors,智己,B0JG0M7X10,智己汽车上海长泰广场体验中心,金科路2889弄长泰广场1层2座(靠近哈雷路),上海市,上海市,浦东新区,310115,121.603177,31.205489,汽车销售;汽车销售;汽车销售,020000,17821881019,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,10,42,0.2381,3
im_motors,智己,B0J3GD9RFA,IM智己汽车(上海绿太阳建筑五金有限公司店),康桥东路528号,上海市,上海市,浦东新区,310115,121.610875,31.153225,汽车销售;汽车销售;汽车销售,020000,15906248758,智己汽车,智己|IM,experience_store,office_or_entity,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,true,possible_dealer_entity_or_office,48,10,42,0.2381,3
im_motors,智己,B0IKK7UTJD,智己汽车上海闵行用户中心,吴美路939号,上海市,上海市,闵行区,310112,121.382312,31.178131,汽车销售;汽车销售;汽车销售,020000,18616900131,智己汽车,智己,user_center,road_address_store,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,12,39,0.3077,2
im_motors,智己,B0KAA5CWQ9,智己汽车上海闵行颛桥用户中心,沪闵公路3388号,上海市,上海市,闵行区,310112,121.402798,31.061747,汽车销售;汽车销售;汽车销售,020000,021-62967776,智己汽车,智己,user_center,road_address_store,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,12,39,0.3077,2
im_motors,智己,B0KR05LAYW,智己汽车上海宝山高境用户中心,江杨南路1789号,上海市,上海市,宝山区,310113,121.466275,31.339414,汽车销售;汽车销售;汽车销售,020000,,智己汽车,智己,user_center,road_address_store,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,3,14,0.2143,3
im_motors,智己,B0LANSVQO9,智己汽车(百联川沙购物中心店),川沙路5398号百联川沙购物中心F1层F1-01-0035(南4门附近),上海市,上海市,浦东新区,310115,121.6983,31.185199,汽车销售;汽车销售;汽车销售,020000,,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,10,42,0.2381,3
im_motors,智己,B0LGRS9YOS,智己汽车(徐汇万科体验中心),"沪闵路9191号徐汇万科广场一层L1-18,19号智己汽车门店",上海市,上海市,徐汇区,310104,121.431757,31.157874,汽车销售;汽车销售;汽车销售,020000,18221959957,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,3,10,0.3,2
im_motors,智己,B0MG3H9D8P,智己汽车奉贤龙湖天街,金海公路3800号龙湖·上海奉贤天街1F层,上海市,上海市,奉贤区,310120,121.496954,30.914069,汽车销售;汽车销售;汽车销售,020000,13482518539,智己汽车,智己,experience_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,2,6,0.3333,2
im_motors,智己,B0LUC5V3HW,智己汽车上海周浦万达体验中心(上海周浦万达广场店),年家浜路518号周浦万达1F(107-1、107-2号铺),上海市,上海市,浦东新区,310115,121.569025,31.114325,汽车销售;汽车销售;汽车销售,020000,15021870372,智己汽车,智己,mall_store,mall,[],0,0,0,amap_place_text,2026-07-08,true,false,false,true,false,,48,10,42,0.2381,3
